query,intent
i replaced my tires on may 2 so when should i replace them next,tire_change
what is the best way for dealing with the airport,out_of_scope
what did you add to my playlist broken by evanescence,update_playlist
i d like the calories for this chicken breast,calories
what do i have planned on my calendar for next sunday,calendar
i have been spending a lot on insurance lately,spending_history
what type of plug do i need to bring if i visit japan,plug_type
how much is my water bill for,bill_balance
i m looking for a good suggestion for norse cuisine,meal_suggestion
do i have enough fuel to make it to the theater,gas
do i have a lot of gas left,gas
lets start calling you allan,change_ai_name
i can t answer that,maybe
i want to hear something hilarious,tell_joke
what are the rules regarding carry on baggage for flights on virgin airlines,carry_on
i have no idea where my luggage is,lost_luggage
provide me with the knowledge of whether you are a human or are a computer,are_you_a_bot
help me to book a car rental in sacremento,car_rental
i just don t know,maybe
i need you to order all the things on my shopping list,order
the apr on my disney visa what is that exactly,apr
what is the recommended interval to get my oil changed,oil_change_when
i want to find a new credit card to sign up for,new_card
i would really like to know if my capital one credit card have international transaction fees,international_fees
how do i do a jump start on my car,jump_start
i want to learn the process of changing oil,oil_change_how
i wanna know my next paycheck,payday
how long can i leave tuna casserole in the fridge,food_last
x will be your name,change_ai_name
see you again soon,goodbye
lock all the doors,smart_home
what do you want me to call you,what_is_your_name
i need to report fraudulent activity to my card company,report_fraud
i wanna know the balance of my bank of american account,balance
cancel event scheduled for this afternoon,calendar_update
what is the next song to be played,next_song
please tell me what subjects you like,what_can_i_ask_you
add a vet appointment for 5 pm on saturday,calendar_update
can you recommend for me when to next get my oil changed,oil_change_when
what is the apr rate on my bank of america card,apr
i must know what the traffic is like on the way to phoenix,traffic
what must i pay at a minimum on my verizon bill,min_payment
i need to get my paycheck direct deposited to my chase account,direct_deposit
i have to make a phone call,make_call
is it safe to travel to russia,travel_alert
i m traveling to denmark soon and want to inform my bank,travel_notification
what vaccinations do i needs to travel to paris,vaccines
walk me through changing the oil on a tesla,oil_change_how
can you locate my w 2,w2
can you see if i can rent a car from dallas on the dates of march 1 2019 to march 3 2019,car_rental
check chase bank for my checking balance,balance
how can i go about improving my credit score,improve_credit_score
tell me the reviews for chipotle,restaurant_reviews
say what the meaning of life is,meaning_of_life
which timezone is las vegas in,timezone
how many days before my credit card arrives,replacement_card_duration
look me up on the map,current_location
tell me united s carry on policy,carry_on
is my credit card expiring soon,expiration_date
do i need a states visa to get to cuba,international_visa
can i please get an appointment to get my oil changed,schedule_maintenance
i d love to set an alarm,alarm
what is the exchange rate in pesos for 100 dollars,exchange_rate
can you check if my order has been delivered,order_status
is my spirit flight running on time,flight_status
i need you to call the broker,make_call
i d like to know how acommodate is spelled,spelling
can you check to see how busy that restaurant is for dinner,how_busy
find me examples of post modern art,out_of_scope
what do i need to do to get my car jump started,jump_start
what is the total number of vacation days i ve used,pto_used
how many miles will i get for one gallon on this car,mpg
i don t want you synced to my phone anymore,sync_device
just stop talking,cancel
tell me when my credit card from visa expires please,expiration_date
15 days from today what will the date be,date
shh please speak with a whisper,whisper_mode
what is your age ai,how_old_are_you
how would you put what life is all about,meaning_of_life
i want your volume lowered,change_volume
how do you spell out newspaper,spelling
how do they say hello in germany,translate
what s the clock say,time
what is the definition of my health benefits,insurance
take a coin and flip it and i call tails,flip_coin
how would i walk to the liberty bell from here,directions
